product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,summary,group_scores,primary_group,group_score
73787185,Những Tù Nhân Của Địa Lý,Tim Marshall,210000,126000,17896.0,Lĩnh vực khác,3623,4.8,430,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8d/96/9e/c0c1f23db756d50b1944dff9c3988753.jpg,"Cuốn sách giải thích cách địa lý ảnh hưởng đến chính trị, văn hóa và sự phát triển của các quốc gia trên thế giới qua góc nhìn địa chính trị.","{'Chinh phục': 0.16791700961960324, 'Kiến tạo': 0.15647718743541306, 'Tri thức': 0.12589243303806144, 'Tự do': 0.15508120279487003, 'Kết nối': 0.24861217371125235, 'Đa động lực': 0.14601999340079988}",Đa động lực,0.14601999340079988
189643105,Không Phải Sói Nhưng Cũng Đừng Là Cừu -Tặng kèm bookmark 2 mặt,Lê Bảo Ngọc,128000,96000,4630.0,Sách tư duy - Kỹ năng sống,604,4.8,296,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/5b/96/23/348b84ca8e0d0b49bf9c8d9595336e69.jpg,"Sách chia sẻ cách sống kiên định, không để người khác chi phối, hướng dẫn rèn luyện bản lĩnh để sống đúng với giá trị bản thân.","{'Chinh phục': 0.19329884256305038, 'Kiến tạo': 0.2422371224095108, 'Tri thức': 0.09380246016708717, 'Tự do': 0.2556374738619519, 'Kết nối': 0.1061720153539558, 'Đa động lực': 0.108852085644444}",Đa động lực,0.108852085644444
199216988,Càng Bình Tĩnh Càng Hạnh Phúc,Vãn Tình,139000,85180,3980.0,Sách tư duy - Kỹ năng sống,327,4.8,352,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/ca/b9/76/3496cc7fd438e19e0a5732cba25e0aee.png,"Những bài học sâu sắc về bình tĩnh, thấu hiểu và yêu thương bản thân giữa nhịp sống hiện đại, từ tác giả nổi tiếng Vãn Tình.","{'Chinh phục': 0.1338285920131042, 'Kiến tạo': 0.1969706752940457, 'Tri thức': 0.14273237340148237, 'Tự do': 0.21267123636820875, 'Kết nối': 0.16699687687973438, 'Đa động lực': 0.14680024604342462}",Đa động lực,0.14680024604342462
3954355,Yêu Những Điều Không Hoàn Hảo,Hae Min,139000,83400,33316.0,Truyện ngắn - Tản văn - Tạp Văn,3431,4.8,300,,https://salt.tikicdn.com/ts/product/54/55/d6/4ceb6ba3bd81614df8ff4c1411b11f59.jpg,"Tác phẩm của sư thầy Hae Min về sự không hoàn hảo, chấp nhận bản thân và sống an yên giữa những biến động của cuộc đời.","{'Chinh phục': 0.16198306540679838, 'Kiến tạo': 0.19511596514909804, 'Tri thức': 0.12189634720006545, 'Tự do': 0.18488976152493147, 'Kết nối': 0.17548165419069825, 'Đa động lực': 0.16063320652840837}",Đa động lực,0.16063320652840837
42230121,Hiểu Về Trái Tim (Tái Bản),Minh Niệm,138000,95200,25230.0,Sách tư duy - Kỹ năng sống,2990,4.8,480,,https://salt.tikicdn.com/media/catalog/producttmp/35/e9/f2/4fc9547b96ed1e6a449ce4e06edb9010.jpg,"Cuốn sách giúp người đọc hiểu rõ cảm xúc, tâm lý của chính mình để sống tỉnh thức, yêu thương và biết cách vượt qua khổ đau.","{'Chinh phục': 0.18946410581391568, 'Kiến tạo': 0.21554385622826686, 'Tri thức': 0.09725065808715999, 'Tự do': 0.18426440479672418, 'Kết nối': 0.1683403204315752, 'Đa động lực': 0.14513665464235806}",Đa động lực,0.14513665464235806
206840682,Quyền Lực Của Địa Lý - The Power Of Geography,Tim Marshall,280000,221000,164.0,Sách kinh tế học,14,4.6,559,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/6c/87/e7/db72a8050a15d86d8102cd21ab1d8b11.jpg,"Phần tiếp theo của “Những tù nhân của địa lý”, khám phá cách địa lý vẫn định hình sức mạnh và tương lai của các quốc gia ngày nay.","{'Chinh phục': 0.3055969643583141, 'Kiến tạo': 0.17786963003116954, 'Tri thức': 0.02134435560374034, 'Tự do': 0.2703618376473777, 'Kết nối': 0.17786963003116954, 'Đa động lực': 0.046957582328228754}",Chinh phục,0.3055969643583141
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),Andrea Hirata,109000,65400,17175.0,Tiểu Thuyết,3033,4.8,428,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/a1/ef/4f/0b39e40dca3827604c8bc4e867cc9423.jpg,"Dựa trên câu chuyện có thật về những đứa trẻ nghèo vùng Belitong vươn lên giành tri thức, ca ngợi nghị lực, niềm tin và giáo dục.","{'Chinh phục': 0.15770824452212465, 'Kiến tạo': 0.16844402762383834, 'Tri thức': 0.1302003580867934, 'Tự do': 0.2068309318782505, 'Kết nối': 0.17847045783954302, 'Đa động lực': 0.15834598004945008}",Đa động lực,0.15834598004945008
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Cao Minh,179000,115001,20322.0,Truyện ngắn - Tản văn - Tạp Văn,4863,4.8,424,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/38/bb/4b/5f03392a2fb98bc19b63de688b2ad218.jpg,"Cuộc trò chuyện giữa nhà văn và những bệnh nhân tâm thần – ranh giới mong manh giữa thiên tài và kẻ điên, khám phá chiều sâu tâm lý con người.","{'Chinh phục': 0.1730211125634152, 'Kiến tạo': 0.19639336272403024, 'Tri thức': 0.10633819978289284, 'Tự do': 0.21832561642925186, 'Kết nối': 0.1538580828108731, 'Đa động lực': 0.15206362568953677}",Đa động lực,0.15206362568953677
72459686,How Psychology Works - Hiểu Hết Về Tâm Lý Học,Jo Hemmings,300000,180000,13802.0,Sách tư duy - Kỹ năng sống,3180,4.8,247,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/2b/84/ff/cb34637573525a998596b58d6939411e.jpg,"Sách giới thiệu tổng quan các lĩnh vực của tâm lý học – cách bộ não và hành vi con người vận hành, trình bày trực quan và dễ hiểu.","{'Chinh phục': 0.12334731693739187, 'Kiến tạo': 0.1873272759806748, 'Tri thức': 0.14501858957790723, 'Tự do': 0.2031930333817126, 'Kết nối': 0.18036861045390382, 'Đa động lực': 0.16074517366840962}",Đa động lực,0.16074517366840962
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,144000,9627.0,Truyện ngắn - Tản văn - Tạp Văn,2013,5.0,322,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f7/fb/9a/e8b9a94478dc887c4b84b6b6439f6335.jpg,"Đặng Hoàng Giang kể lại hành trình của những người trầm cảm, giúp người đọc thấu hiểu, cảm thông và nhận ra sức mạnh của việc sẻ chia.","{'Chinh phục': 0.18630401827888482, 'Kiến tạo': 0.19405337066870124, 'Tri thức': 0.13505443520602692, 'Tự do': 0.186224128048062, 'Kết nối': 0.16902775586344365, 'Đa động lực': 0.12933629193488147}",Đa động lực,0.12933629193488147
7779328,Cú Săn Đêm,Samuel Bjork,134000,113900,7.0,Tiểu Thuyết,0,0.0,400,,https://salt.tikicdn.com/ts/product/45/6c/b1/1d809c7be82ee19ca6b7ddcb18a494bc.jpg,"Một vụ án mạng bí ẩn được điều tra trong đêm tối – câu chuyện trinh thám rùng rợn, lôi cuốn và đầy bất ngờ của Samuel Bjork.","{'Chinh phục': 0.15151515151515152, 'Kiến tạo': 0.2731864095500459, 'Tri thức': 0.016069788797061526, 'Tự do': 0.3026476890113254, 'Kết nối': 0.14462809917355374, 'Đa động lực': 0.11195286195286197}",Tự do,0.3026476890113254
188940817,Vị Thần Của Những Quyết Định,Universe,79000,55100,4654.0,Sách Chiêm Tinh - Horoscope,648,4.8,320,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0c/49/5f/751b9c711c12def9beb2a3bbc3290d77.jpg,"Cuốn sách khám phá khía cạnh chiêm tinh và năng lượng nội tâm, giúp người đọc đưa ra quyết định đúng đắn và tự tin hơn trong cuộc sống.","{'Chinh phục': 0.13746967580680733, 'Kiến tạo': 0.22825847239579508, 'Tri thức': 0.12791296037638755, 'Tự do': 0.25362052488421677, 'Kết nối': 0.09262662647945306, 'Đa động lực': 0.1601117400573403}",Đa động lực,0.1601117400573403
15267827,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,75000,45000,20669.0,Truyện kể cho bé,3011,4.8,102,,https://salt.tikicdn.com/ts/product/5c/e7/68/26838e18d7f96d562d828980520019d2.jpg,"Truyện cổ điển về Hoàng tử Bé – hành trình khám phá tình yêu, sự cô đơn và những giá trị nhân văn sâu sắc qua con mắt trẻ thơ.","{'Chinh phục': 0.1902298548087551, 'Kiến tạo': 0.1994029940524974, 'Tri thức': 0.12361181079272465, 'Tự do': 0.1750415422904276, 'Kết nối': 0.10849868794032948, 'Đa động lực': 0.20321511011526575}",Đa động lực,0.20321511011526575
69219919,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),Nguyên Phong,98000,72000,12009.0,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),2603,4.8,482,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/df/75/ac/207386a97daf1b2338598005cc8139c9.jpg,"Nguyên Phong viết về quy luật nhân quả, luân hồi và sự tiến hóa của linh hồn, giúp con người sống tỉnh thức và nhân ái hơn.","{'Chinh phục': 0.1798228177087351, 'Kiến tạo': 0.20622808214707436, 'Tri thức': 0.11464038403341896, 'Tự do': 0.20996635553946844, 'Kết nối': 0.17009143935393142, 'Đa động lực': 0.11925092121737167}",Đa động lực,0.11925092121737167
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,85000,51000,44869.0,Truyện ngắn - Tản văn - Tạp Văn,3702,4.8,256,,https://salt.tikicdn.com/ts/product/7a/18/8e/2f70de3ea7eec9c34f55e402254e27ed.jpg,"Sư thầy Hae Min khuyên người đọc sống chậm lại, trân trọng hiện tại và tìm thấy bình an trong cuộc sống đầy vội vã.","{'Chinh phục': 0.16304175911574248, 'Kiến tạo': 0.19358949447113105, 'Tri thức': 0.13696773056535905, 'Tự do': 0.1780896820053052, 'Kết nối': 0.18599774958991022, 'Đa động lực': 0.14231358425255203}",Đa động lực,0.14231358425255203
52789367,Nhà Giả Kim (Tái Bản 2020),Paulo Coelho,79000,47400,24668.0,Tác phẩm kinh điển,5131,5.0,228,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/45/3b/fc/aa81d0a534b45706ae1eee1e344e80d9.jpg,"Hành trình chàng chăn cừu Santiago đi tìm kho báu và khám phá triết lý về ước mơ, số phận và niềm tin – biểu tượng kinh điển của văn học truyền cảm hứng.","{'Chinh phục': 0.19513261111985933, 'Kiến tạo': 0.22765471297316928, 'Tri thức': 0.08593290548987217, 'Tự do': 0.22945435497295716, 'Kết nối': 0.1309239554845697, 'Đa động lực': 0.1309014599595723}",Đa động lực,0.1309014599595723
8885999,Totto - Chan Bên Cửa Sổ (Tái Bản),Kuroyanagi Tetsuko,98000,58800,18288.0,Truyện dài,1829,5.0,,,https://salt.tikicdn.com/ts/product/24/39/01/1718d16b33315c03026cee717adad4b3.jpg,"Câu chuyện có thật về cô bé Totto-chan và ngôi trường Tomoe – nơi giáo dục bằng tình yêu và sự tự do, truyền cảm hứng về giáo dục nhân bản.","{'Chinh phục': 0.13948743702820196, 'Kiến tạo': 0.1891743436023792, 'Tri thức': 0.11469106545928216, 'Tự do': 0.2102669533420173, 'Kết nối': 0.15786500102010387, 'Đa động lực': 0.1885151995480155}",Đa động lực,0.1885151995480155
71345381,Thay Đổi Cuộc Sống Với Nhân Số Học,David A. Phillips,248000,141300,24563.0,Sách tư duy - Kỹ năng sống,4712,4.8,342,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/19/3a/7d/c0ba28d461ef53622b58fddbdbe0c47d.jpg,"Sách hướng dẫn khám phá bản thân qua nhân số học, giúp hiểu rõ tính cách, tiềm năng và định hướng cuộc đời.","{'Chinh phục': 0.143201120648289, 'Kiến tạo': 0.18233128411920013, 'Tri thức': 0.13578823018047, 'Tự do': 0.22051466332136221, 'Kết nối': 0.17351973507254737, 'Đa động lực': 0.14464496665813126}",Đa động lực,0.14464496665813126
92096344,Những Người Khốn Khổ (Boxet 2 Tập),Victor Hugo,499000,399000,2274.0,Tác phẩm kinh điển,553,4.8,1672,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/16/63/e2/b9e75fdf59ba03521829dfe7e2f2034b.jpg,"Tác phẩm kinh điển của Victor Hugo kể về Jean Valjean – người tù khổ sai tìm kiếm sự cứu rỗi trong một xã hội bất công, ca ngợi lòng nhân ái.","{'Chinh phục': 0.2170655283592934, 'Kiến tạo': 0.19679562070915782, 'Tri thức': 0.0754238722541706, 'Tự do': 0.20719891343387098, 'Kết nối': 0.14044445178362802, 'Đa động lực': 0.16307161345987922}",Đa động lực,0.16307161345987922
3638033,Trăm Năm Cô Đơn,Gabriel Garcia Marquez,169000,101400,7143.0,Truyện ngắn - Tản văn - Tạp Văn,989,4.7,496,,https://salt.tikicdn.com/ts/product/37/3b/5d/5efd681d48d5a81e3e6675121e69d38d.jpg,,"{'Chinh phục': 0.1489598203454288, 'Kiến tạo': 0.1994594564095041, 'Tri thức': 0.09795236671199409, 'Tự do': 0.20380411783624575, 'Kết nối': 0.15996253434821614, 'Đa động lực': 0.1898617043486111}",Đa động lực,0.1898617043486111
52785564,Dịch Hạch (Nobel Văn Chương 1957),Albert Camus,129000,77400,2904.0,Tác phẩm kinh điển,508,4.6,392,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/36/48/39/2ef073f6a40a268deb12ecc35a6b1145.jpg,,"{'Chinh phục': 0.14248038557272077, 'Kiến tạo': 0.20759766166153384, 'Tri thức': 0.10918631339983786, 'Tự do': 0.2423169937733244, 'Kết nối': 0.12906013798796626, 'Đa động lực': 0.16935850760461696}",Đa động lực,0.16935850760461696
97594364,Luật Tâm Thức - Giải Mã Ma Trận Vũ Trụ,Ngô Sa Thạch,320000,223001,27672.0,Lĩnh vực khác,6325,4.7,408,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/46/4d/81/dadc621baaa9d45b52a444616d8e3cb8.jpg,,"{'Chinh phục': 0.17223902491285034, 'Kiến tạo': 0.20854107777127645, 'Tri thức': 0.11537542338659833, 'Tự do': 0.18690818588628927, 'Kết nối': 0.15575682157190776, 'Đa động lực': 0.16117946647107784}",Đa động lực,0.16117946647107784
1476937,Dám Bị Ghét,Koga Fumitake,96000,57600,45858.0,Tiểu Thuyết,3457,4.8,336,,https://salt.tikicdn.com/ts/product/74/11/ff/6304c47fec56e6f0b2110be65af0c7c2.jpg,,"{'Chinh phục': 0.13960932779169927, 'Kiến tạo': 0.17601691079167542, 'Tri thức': 0.13417309737349936, 'Tự do': 0.18602304008732623, 'Kết nối': 0.160552892789306, 'Đa động lực': 0.2036247311664938}",Đa động lực,0.2036247311664938
3828605,Chú Bé Mang Pyjama Sọc (Tái Bản 2018),John Boyne,68000,40800,8464.0,Truyện kể cho bé,1351,5.0,253,,https://salt.tikicdn.com/ts/product/19/4f/27/99b31589a12ac561e769081c4eb32d1f.jpg,,"{'Chinh phục': 0.24772462077012833, 'Kiến tạo': 0.17602100350058342, 'Tri thức': 0.07841306884480746, 'Tự do': 0.21686114352392066, 'Kết nối': 0.1192532088681447, 'Đa động lực': 0.1617269544924154}",Đa động lực,0.1617269544924154
114937969,Rừng Nauy (Tái Bản),Haruki Murakami,150000,90000,3660.0,Tiểu Thuyết,777,4.8,556,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c9/e4/18/a9cfc425fa590c453f20307229804bb3.jpg,,"{'Chinh phục': 0.20367927469839064, 'Kiến tạo': 0.227664116278512, 'Tri thức': 0.06245652747463604, 'Tự do': 0.19139903580936848, 'Kết nối': 0.1430455951838438, 'Đa động lực': 0.1717554505552491}",Đa động lực,0.1717554505552491
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,144000,9627.0,Truyện ngắn - Tản văn - Tạp Văn,2013,5.0,322,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f7/fb/9a/e8b9a94478dc887c4b84b6b6439f6335.jpg,"Đặng Hoàng Giang kể lại hành trình của những người trầm cảm, giúp người đọc thấu hiểu, cảm thông và nhận ra sức mạnh của việc sẻ chia.","{'Chinh phục': 0.18630401827888482, 'Kiến tạo': 0.19405337066870124, 'Tri thức': 0.13505443520602692, 'Tự do': 0.186224128048062, 'Kết nối': 0.16902775586344365, 'Đa động lực': 0.12933629193488147}",Đa động lực,0.12933629193488147
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,69000,15845.0,Truyện dài,2469,4.8,347,,https://salt.tikicdn.com/ts/product/cd/2a/5b/926ca6c7b295c6e7cea39390efe08968.jpg,,"{'Chinh phục': 0.19482578827981378, 'Kiến tạo': 0.19951569034283317, 'Tri thức': 0.10610735441146431, 'Tự do': 0.21983411991098592, 'Kết nối': 0.10836495769681462, 'Đa động lực': 0.17135208935808813}",Đa động lực,0.17135208935808813
75953557,Tâm Lý Học Về Tiền,Morgan Housel,189000,133000,18383.0,"Sách tài chính, tiền tệ",2990,4.8,384,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/83/23/b7/14a42ae4f66c9b8b298aaef4b9671442.jpg,,"{'Chinh phục': 0.16808502245355136, 'Kiến tạo': 0.19837603625786598, 'Tri thức': 0.16698466348739052, 'Tự do': 0.1634967331795599, 'Kết nối': 0.12512949979342317, 'Đa động lực': 0.177928044828209}",Đa động lực,0.177928044828209
12377498,Bố Con Cá Gai (Tái Bản 2019),Cho Chang - In,96000,57600,6384.0,Tiểu Thuyết,1025,4.8,340,,https://salt.tikicdn.com/ts/product/85/b4/a3/dc8b8311f434cc946563963bc8e30071.jpg,,"{'Chinh phục': 0.18534871621073334, 'Kiến tạo': 0.16539616319088102, 'Tri thức': 0.09522809395838604, 'Tự do': 0.19947779681809286, 'Kết nối': 0.18143457901545132, 'Đa động lực': 0.17311465080645547}",Đa động lực,0.17311465080645547
145288029,Xứ Cát,Frank Herbert,249000,149400,5185.0,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1065,4.7,714,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/b4/f0/81/5d5e4a26cb029fdecd04e0c30cbef17a.jpg,,"{'Chinh phục': 0.18018018018018017, 'Kiến tạo': 0.20782145782145783, 'Tri thức': 0.11466011466011465, 'Tự do': 0.211730325366689, 'Kết nối': 0.1250837614473978, 'Đa động lực': 0.1605241605241605}",Đa động lực,0.1605241605241605
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,69000,15845.0,Truyện dài,2469,4.8,347,,https://salt.tikicdn.com/ts/product/cd/2a/5b/926ca6c7b295c6e7cea39390efe08968.jpg,,"{'Chinh phục': 0.19482578827981378, 'Kiến tạo': 0.19951569034283317, 'Tri thức': 0.10610735441146431, 'Tự do': 0.21983411991098592, 'Kết nối': 0.10836495769681462, 'Đa động lực': 0.17135208935808813}",Đa động lực,0.17135208935808813
113530805,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),Rosie Nguyễn,90000,54000,6552.0,Sách tư duy - Kỹ năng sống,1273,4.8,291,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/56/ce/23/64b2eaa5b859d8ba1412f1b350c3e128.jpg,,"{'Chinh phục': 0.2809363690033112, 'Kiến tạo': 0.16575117431145564, 'Tri thức': 0.11723863548859056, 'Tự do': 0.24256269411432532, 'Kết nối': 0.08085423137144176, 'Đa động lực': 0.11265689571087553}",Đa động lực,0.11265689571087553
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",Tống Mặc,89000,57001,65623.0,Sách tư duy - Kỹ năng sống,6602,4.8,264,,https://salt.tikicdn.com/ts/product/70/9a/98/e6d54019a2079b9565114bce93b245b7.jpg,,"{'Chinh phục': 0.20683126718190778, 'Kiến tạo': 0.20469163338347424, 'Tri thức': 0.1157347372789045, 'Tự do': 0.16883655791275481, 'Kết nối': 0.13615851444577, 'Đa động lực': 0.16774728979718864}",Đa động lực,0.16774728979718864
